,Name,NAIF ID Number,Classification,Records,Link,Distance
Main Belt Asteroids,120175 (2003 KB11),2120175,OMB,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2120175.shtml#top,3.2 AU < a < 4.6 AU
Main Belt Asteroids,120761 (1998 AX1),2120761,OMB,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2120761.shtml#top,3.2 AU < a < 4.6 AU
Main Belt Asteroids,121652 (1999 WE19),2121652,MBA,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2121652.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,123177 (2000 TD66),2123177,MBA,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2123177.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,125130 (2001 UO56),2125130,OMB,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2125130.shtml#top,3.2 AU < a < 4.6 AU
Main Belt Asteroids,126761 (2002 DW10),2126761,MBA,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2126761.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,126975 (2002 FB23),2126975,MBA,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2126975.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,127519 (2002 UJ16),2127519,OMB,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2127519.shtml#top,3.2 AU < a < 4.6 AU
Main Belt Asteroids,128254 (2003 SL259),2128254,OMB,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2128254.shtml#top,3.2 AU < a < 4.6 AU
Main Belt Asteroids,128295 (2003 WD111),2128295,OMB,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2128295.shtml#top,3.2 AU < a < 4.6 AU
Main Belt Asteroids,128858 (2004 SQ20),2128858,OMB,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2128858.shtml#top,3.2 AU < a < 4.6 AU
Main Belt Asteroids,129002 (2004 TR256),2129002,OMB,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2129002.shtml#top,3.2 AU < a < 4.6 AU
Main Belt Asteroids,129007 (2004 TP296),2129007,OMB,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2129007.shtml#top,3.2 AU < a < 4.6 AU
Main Belt Asteroids,129241 (2005 QS13),2129241,OMB,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2129241.shtml#top,3.2 AU < a < 4.6 AU
Main Belt Asteroids,129634 (1998 HP43),2129634,OMB,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2129634.shtml#top,3.2 AU < a < 4.6 AU
Main Belt Asteroids,131481 (2001 RT111),2131481,OMB,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2131481.shtml#top,3.2 AU < a < 4.6 AU
Main Belt Asteroids,131502 (2001 SW273),2131502,OMB,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2131502.shtml#top,3.2 AU < a < 4.6 AU
Main Belt Asteroids,132668 (2002 NA6),2132668,MBA,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2132668.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,132735 (2002 PZ27),2132735,MBA,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2132735.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,133324 (2003 SY90),2133324,OMB,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2133324.shtml#top,3.2 AU < a < 4.6 AU
Main Belt Asteroids,133478 (2003 SB255),2133478,MBA,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2133478.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,133559 (2003 UZ10),2133559,OMB,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2133559.shtml#top,3.2 AU < a < 4.6 AU
Main Belt Asteroids,134016 (2004 VU53),2134016,OMB,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2134016.shtml#top,3.2 AU < a < 4.6 AU
Main Belt Asteroids,134233 (2005 YD54),2134233,OMB,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2134233.shtml#top,3.2 AU < a < 4.6 AU
Main Belt Asteroids,134429 (1998 RT5),2134429,OMB,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2134429.shtml#top,3.2 AU < a < 4.6 AU
Main Belt Asteroids,134562 (1999 RS177),2134562,OMB,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2134562.shtml#top,3.2 AU < a < 4.6 AU
Main Belt Asteroids,134690 (1999 XP61),2134690,OMB,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2134690.shtml#top,3.2 AU < a < 4.6 AU
Main Belt Asteroids,136835 (1997 UL19),2136835,OMB,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2136835.shtml#top,3.2 AU < a < 4.6 AU
Main Belt Asteroids,136935 (1998 QK6),2136935,OMB,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2136935.shtml#top,3.2 AU < a < 4.6 AU
Main Belt Asteroids,141518 (2002 EB136),2141518,OMB,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2141518.shtml#top,3.2 AU < a < 4.6 AU
Main Belt Asteroids,141701 (2002 KM15),2141701,OMB,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2141701.shtml#top,3.2 AU < a < 4.6 AU
Main Belt Asteroids,142470 (2002 TE13),2142470,OMB,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2142470.shtml#top,3.2 AU < a < 4.6 AU
Main Belt Asteroids,143621 (2003 GE55),2143621,OMB,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2143621.shtml#top,3.2 AU < a < 4.6 AU
Main Belt Asteroids,143658 (2003 SB45),2143658,OMB,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2143658.shtml#top,3.2 AU < a < 4.6 AU
Main Belt Asteroids,145368 (2005 MB43),2145368,OMB,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2145368.shtml#top,3.2 AU < a < 4.6 AU
Main Belt Asteroids,145373 (2005 MV49),2145373,OMB,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2145373.shtml#top,3.2 AU < a < 4.6 AU
Main Belt Asteroids,145396 (2005 NE53),2145396,OMB,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2145396.shtml#top,3.2 AU < a < 4.6 AU
Main Belt Asteroids,145397 (2005 NC54),2145397,OMB,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2145397.shtml#top,3.2 AU < a < 4.6 AU
Main Belt Asteroids,145421 (2005 PD19),2145421,OMB,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2145421.shtml#top,3.2 AU < a < 4.6 AU
Main Belt Asteroids,145718 (1993 FT57),2145718,OMB,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2145718.shtml#top,3.2 AU < a < 4.6 AU
Main Belt Asteroids,145767 (1997 PW),2145767,OMB,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2145767.shtml#top,3.2 AU < a < 4.6 AU
Main Belt Asteroids,145841 (1998 YH20),2145841,OMB,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2145841.shtml#top,3.2 AU < a < 4.6 AU
Main Belt Asteroids,145960 (1999 XV255),2145960,OMB,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2145960.shtml#top,3.2 AU < a < 4.6 AU
Main Belt Asteroids,147836 (2005 TN125),2147836,OMB,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2147836.shtml#top,3.2 AU < a < 4.6 AU
Main Belt Asteroids,150262 (1999 RN101),2150262,MBA,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2150262.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,155170 (2005 UK191),2155170,MBA,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2155170.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,155291 (2005 XO56),2155291,MBA,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2155291.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,157456 Pivatte (2004 WT2),2157456,MBA,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2157456.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,157731 (2006 BW105),2157731,MBA,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2157731.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,157941 (1999 XT250),2157941,MBA,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2157941.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,164356 (2005 CF73),2164356,MBA,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2164356.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,167372 (2003 WK62),2167372,MBA,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2167372.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,168386 (1997 SR23),2168386,MBA,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2168386.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,170701 (2004 BX24),2170701,MBA,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2170701.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,172953 (2005 KG5),2172953,MBA,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2172953.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,177836 (2005 NU65),"2177836,3286945",MBA,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2177836.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,184678 (2005 SU77),2184678,MBA,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2184678.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,187317 (2005 UP40),2187317,MBA,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2187317.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,188109 (2002 AR8),"2188109,3211725",MBA,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2188109.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,190445 (1999 YB10),2190445,MBA,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2190445.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,191458 (2003 SS236),"2191458,3166710",MBA,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2191458.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,192554 (1998 TU27),"2192554,3315043",MBA,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2192554.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,199593 (2006 FB20),"2199593,3329186",MBA,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2199593.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,218049 (2002 CO213),"2218049,3128797",MBA,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2218049.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,218459 (2004 RZ272),"2218459,3268097",MBA,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2218459.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,229636 (2006 FS2),"2229636,3328789",MBA,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2229636.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,233412 (2006 GL30),"2233412,3330577",MBA,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2233412.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Main Belt Asteroids,250694 (2005 QX122),"2250694,3290704",MBA,2,https://pdssbn.astro.umd.edu/data_other/sptz_03_MAIN/2250694.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Outer Solar System Asteroids,588 Achilles (1906 TG),2000588,TJN,4,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2000588.shtml#top,4.6 AU < a < 5.5 AU; e < 0.3
Outer Solar System Asteroids,617 Patroclus (1906 VY),2000617,TJN,22,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2000617.shtml#top,4.6 AU < a < 5.5 AU; e < 0.3
Outer Solar System Asteroids,624 Hektor (1907 XM),2000624,TJN,4,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2000624.shtml#top,4.6 AU < a < 5.5 AU; e < 0.3
Outer Solar System Asteroids,659 Nestor (1908 CS),2000659,TJN,4,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2000659.shtml#top,4.6 AU < a < 5.5 AU; e < 0.3
Outer Solar System Asteroids,911 Agamemnon (1919 FD),2000911,TJN,4,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2000911.shtml#top,4.6 AU < a < 5.5 AU; e < 0.3
Outer Solar System Asteroids,944 Hidalgo (1920 HZ),2000944,CEN,22,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2000944.shtml#top,5.5 AU < a < 30.1 AU
Outer Solar System Asteroids,1143 Odysseus (1930 BH),2001143,TJN,3,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2001143.shtml#top,4.6 AU < a < 5.5 AU; e < 0.3
Outer Solar System Asteroids,1172 Aneas (1930 UA),2001172,TJN,4,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2001172.shtml#top,4.6 AU < a < 5.5 AU; e < 0.3
Outer Solar System Asteroids,1437 Diomedes (1937 PB),2001437,TJN,4,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2001437.shtml#top,4.6 AU < a < 5.5 AU; e < 0.3
Outer Solar System Asteroids,1867 Deiphobus (1971 EA),2001867,TJN,4,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2001867.shtml#top,4.6 AU < a < 5.5 AU; e < 0.3
Outer Solar System Asteroids,2456 Palamedes (1966 BA1),2002456,TJN,3,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2002456.shtml#top,4.6 AU < a < 5.5 AU; e < 0.3
Outer Solar System Asteroids,2759 Idomeneus (1980 GC),2002759,TJN,3,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2002759.shtml#top,4.6 AU < a < 5.5 AU; e < 0.3
Outer Solar System Asteroids,2797 Teucer (1981 LK),2002797,TJN,4,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2002797.shtml#top,4.6 AU < a < 5.5 AU; e < 0.3
Outer Solar System Asteroids,3548 Eurybates (1973 SO),2003548,TJN,4,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2003548.shtml#top,4.6 AU < a < 5.5 AU; e < 0.3
Outer Solar System Asteroids,3793 Leonteus (1985 TE3),2003793,TJN,3,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2003793.shtml#top,4.6 AU < a < 5.5 AU; e < 0.3
Outer Solar System Asteroids,4035 (1986 WD),2004035,TJN,4,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2004035.shtml#top,4.6 AU < a < 5.5 AU; e < 0.3
Outer Solar System Asteroids,4060 Deipylos (1987 YT1),2004060,TJN,4,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2004060.shtml#top,4.6 AU < a < 5.5 AU; e < 0.3
Outer Solar System Asteroids,4063 Euforbo (1989 CG2),2004063,TJN,3,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2004063.shtml#top,4.6 AU < a < 5.5 AU; e < 0.3
Outer Solar System Asteroids,4709 Ennomos (1988 TU2),2004709,TJN,4,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2004709.shtml#top,4.6 AU < a < 5.5 AU; e < 0.3
Outer Solar System Asteroids,5025 (1986 TS6),2005025,TJN,3,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2005025.shtml#top,4.6 AU < a < 5.5 AU; e < 0.3
Outer Solar System Asteroids,5145 Pholus (1992 AD),2005145,CEN,6,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2005145.shtml#top,5.5 AU < a < 30.1 AU
Outer Solar System Asteroids,7066 Nessus (1993 HA2),2007066,CEN,3,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2007066.shtml#top,5.5 AU < a < 30.1 AU
Outer Solar System Asteroids,8405 Asbolus (1995 GO),2008405,CEN,7,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2008405.shtml#top,5.5 AU < a < 30.1 AU
Outer Solar System Asteroids,10199 Chariklo (1997 CU26),2010199,CEN,7,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2010199.shtml#top,5.5 AU < a < 30.1 AU
Outer Solar System Asteroids,10370 Hylonome (1995 DW2),2010370,CEN,8,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2010370.shtml#top,5.5 AU < a < 30.1 AU
Outer Solar System Asteroids,11395 (1998 XN77),2011395,TJN,4,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2011395.shtml#top,4.6 AU < a < 5.5 AU; e < 0.3
Outer Solar System Asteroids,15504 (1999 RG33),2015504,CEN,2,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2015504.shtml#top,5.5 AU < a < 30.1 AU
Outer Solar System Asteroids,15789 (1993 SC),2015789,TNO,3,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2015789.shtml#top,a > 30.1 AU
Outer Solar System Asteroids,15820 (1994 TB),2015820,TNO,5,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2015820.shtml#top,a > 30.1 AU
Outer Solar System Asteroids,15874 (1996 TL66),2015874,TNO,9,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2015874.shtml#top,a > 30.1 AU
Outer Solar System Asteroids,15875 (1996 TP66),2015875,TNO,8,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2015875.shtml#top,a > 30.1 AU
Outer Solar System Asteroids,19308 (1996 TO66),2019308,TNO,5,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2019308.shtml#top,a > 30.1 AU
Outer Solar System Asteroids,19521 Chaos (1998 WH24),2019521,TNO,6,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2019521.shtml#top,a > 30.1 AU
Outer Solar System Asteroids,20000 Varuna (2000 WR106),2020000,TNO,10,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2020000.shtml#top,a > 30.1 AU
Outer Solar System Asteroids,20461 Dioretsa (1999 LD31),2020461,CEN,3,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2020461.shtml#top,5.5 AU < a < 30.1 AU
Outer Solar System Asteroids,24835 (1995 SM55),2024835,TNO,5,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2024835.shtml#top,a > 30.1 AU
Outer Solar System Asteroids,26181 (1996 GQ21),2026181,TNO,4,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2026181.shtml#top,a > 30.1 AU
Outer Solar System Asteroids,26308 (1998 SM165),2026308,TNO,21,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2026308.shtml#top,a > 30.1 AU
Outer Solar System Asteroids,26375 (1999 DE9),2026375,TNO,4,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2026375.shtml#top,a > 30.1 AU
Outer Solar System Asteroids,28960 (2001 DZ81),2028960,TJN,2,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2028960.shtml#top,4.6 AU < a < 5.5 AU; e < 0.3
Outer Solar System Asteroids,28978 Ixion (2001 KX76),2028978,TNO,6,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2028978.shtml#top,a > 30.1 AU
Outer Solar System Asteroids,29981 (1999 TD10),2029981,TNO,5,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2029981.shtml#top,a > 30.1 AU
Outer Solar System Asteroids,31824 Elatus (1999 UG5),2031824,CEN,11,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2031824.shtml#top,5.5 AU < a < 30.1 AU
Outer Solar System Asteroids,32532 Thereus (2001 PT13),2032532,CEN,5,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2032532.shtml#top,5.5 AU < a < 30.1 AU
Outer Solar System Asteroids,32929 (1995 QY9),2032929,TNO,2,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2032929.shtml#top,a > 30.1 AU
Outer Solar System Asteroids,33128 (1998 BU48),2033128,TNO,3,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2033128.shtml#top,a > 30.1 AU
Outer Solar System Asteroids,33340 (1998 VG44),2033340,TNO,5,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2033340.shtml#top,a > 30.1 AU
Outer Solar System Asteroids,35671 (1998 SN165),2035671,TNO,6,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2035671.shtml#top,a > 30.1 AU
Outer Solar System Asteroids,37572 (1989 UC5),2037572,TJN,2,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2037572.shtml#top,4.6 AU < a < 5.5 AU; e < 0.3
Outer Solar System Asteroids,37789 (1997 UL16),2037789,TJN,2,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2037789.shtml#top,4.6 AU < a < 5.5 AU; e < 0.3
Outer Solar System Asteroids,38628 Huya (2000 EB173),2038628,TNO,6,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2038628.shtml#top,a > 30.1 AU
Outer Solar System Asteroids,40262 (1999 CF156),2040262,TJN,2,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2040262.shtml#top,4.6 AU < a < 5.5 AU; e < 0.3
Outer Solar System Asteroids,40314 (1999 KR16),2040314,TNO,4,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2040314.shtml#top,a > 30.1 AU
Outer Solar System Asteroids,42301 (2001 UR163),2042301,TNO,7,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2042301.shtml#top,a > 30.1 AU
Outer Solar System Asteroids,42355 Typhon (2002 CR46),2042355,TNO,9,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2042355.shtml#top,a > 30.1 AU
Outer Solar System Asteroids,43627 (2002 CL224),2043627,TJN,2,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2043627.shtml#top,4.6 AU < a < 5.5 AU; e < 0.3
Outer Solar System Asteroids,44594 (1999 OX3),2044594,TNO,7,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2044594.shtml#top,a > 30.1 AU
Outer Solar System Asteroids,47171 (1999 TC36),2047171,TNO,6,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2047171.shtml#top,a > 30.1 AU
Outer Solar System Asteroids,47932 (2000 GN171),2047932,TNO,8,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2047932.shtml#top,a > 30.1 AU
Outer Solar System Asteroids,48639 (1995 TL8),2048639,TNO,7,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2048639.shtml#top,a > 30.1 AU
Outer Solar System Asteroids,50000 Quaoar (2002 LM60),2050000,TNO,19,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2050000.shtml#top,a > 30.1 AU
Outer Solar System Asteroids,52872 Okyrhoe (1998 SG35),2052872,CEN,5,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2052872.shtml#top,5.5 AU < a < 30.1 AU
Outer Solar System Asteroids,52975 Cyllarus (1998 TF35),2052975,CEN,2,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2052975.shtml#top,5.5 AU < a < 30.1 AU
Outer Solar System Asteroids,54598 Bienor (2000 QC243),2054598,CEN,4,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2054598.shtml#top,5.5 AU < a < 30.1 AU
Outer Solar System Asteroids,55565 (2002 AW197),2055565,TNO,7,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2055565.shtml#top,a > 30.1 AU
Outer Solar System Asteroids,55576 Amycus (2002 GB10),2055576,CEN,7,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2055576.shtml#top,5.5 AU < a < 30.1 AU
Outer Solar System Asteroids,55636 (2002 TX300),2055636,TNO,6,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2055636.shtml#top,a > 30.1 AU
Outer Solar System Asteroids,55637 (2002 UX25),2055637,TNO,10,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2055637.shtml#top,a > 30.1 AU
Outer Solar System Asteroids,55638 (2002 VE95),2055638,TNO,9,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2055638.shtml#top,a > 30.1 AU
Outer Solar System Asteroids,58096 Oineus (1973 SC2),2058096,TJN,2,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2058096.shtml#top,4.6 AU < a < 5.5 AU; e < 0.3
Outer Solar System Asteroids,58153 (1988 RH11),2058153,TJN,2,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2058153.shtml#top,4.6 AU < a < 5.5 AU; e < 0.3
Outer Solar System Asteroids,58366 (1995 OD8),2058366,TJN,2,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2058366.shtml#top,4.6 AU < a < 5.5 AU; e < 0.3
Outer Solar System Asteroids,58473 (1996 RN7),2058473,TJN,3,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2058473.shtml#top,4.6 AU < a < 5.5 AU; e < 0.3
Outer Solar System Asteroids,58475 (1996 RE11),2058475,TJN,2,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2058475.shtml#top,4.6 AU < a < 5.5 AU; e < 0.3
Outer Solar System Asteroids,59355 (1999 CL153),2059355,TJN,3,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2059355.shtml#top,4.6 AU < a < 5.5 AU; e < 0.3
Outer Solar System Asteroids,60257 (1999 WB25),2060257,TJN,2,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2060257.shtml#top,4.6 AU < a < 5.5 AU; e < 0.3
Outer Solar System Asteroids,60322 (1999 XB257),2060322,TJN,2,https://pdssbn.astro.umd.edu/data_other/sptz_04_OUTER/2060322.shtml#top,4.6 AU < a < 5.5 AU; e < 0.3
