,Name,NAIF ID Number,Classification,Records,Link,Distance
Comet,148P/Anderson-LINEAR 1 (1963 W1),1000328,JFc,3,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000328.shtml#top,2 < TJupiter < 3
Comet,50P/Arend 1 (1951 T1),1000001,JFc,2,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000001.shtml#top,2 < TJupiter < 3
Comet,49P/Arend-Rigaux 1 (1951 C2),1000002,JFc,4,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000002.shtml#top,2 < TJupiter < 3
Comet,47P/Ashbrook-Jackson 1 (1948 Q1),1000003,JFc,2,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000003.shtml#top,2 < TJupiter < 3
Comet,19P/Borrelly 1 (1904 Y2),1000005,JFc,2,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000005.shtml#top,2 < TJupiter < 3
Comet,16P/Brooks 2 (1889 N1),1000008,JFc,3,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000008.shtml#top,2 < TJupiter < 3
Comet,P/Broughton 1 (2005 T5),1001674,JFc,3,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1001674.shtml#top,2 < TJupiter < 3
Comet,C/Cardinal (2008 T2),1003000,HYP,3,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1003000.shtml#top,e > 1.0
Comet,P/Catalina 3 (2005 JQ5),1000567,JFc,2,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000567.shtml#top,2 < TJupiter < 3
Comet,P/Catalina-NEAT 1 (2005 JD108),1001650,JFc,3,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1001650.shtml#top,2 < TJupiter < 3
Comet,101P/Chernykh 1 (1977 Q1),1000011,JFc,3,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000011.shtml#top,2 < TJupiter < 3
Comet,95P/Chiron (1977 UB),2002060,CEN,7,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/2002060.shtml#top,5.5 AU < a < 30.1 AU
Comet,210P/Christensen 1 (2003 K2),1000440,JFc,2,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000440.shtml#top,2 < TJupiter < 3
Comet,286P/Christensen 3 (2005 L4),1001646,JFc,2,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1001646.shtml#top,2 < TJupiter < 3
Comet,P/Christensen 7 (2005 W2),1001678,JFc,3,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1001678.shtml#top,2 < TJupiter < 3
Comet,C/Christensen (2006 W3),1002430,COM,4,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1002430.shtml#top,
Comet,67P/Churyumov-Gerasimenko 1 (1969 R1),"1000012,9901340,9902315",JFc,86,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000012.shtml#top,2 < TJupiter < 3
Comet,108P/Ciffreo 1 (1985 V1),1000013,JFc,1,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000013.shtml#top,2 < TJupiter < 3
Comet,167P/CINEOS 1 (2004 PY42),1001647,CTc,5,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1001647.shtml#top,TJupiter > 3; a > aJupiter
Comet,71P/Clark 1 (1973 L1),1000014,JFc,6,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000014.shtml#top,2 < TJupiter < 3
Comet,32P/Comas Sola 1 (1926 V1),1000015,JFc,4,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000015.shtml#top,2 < TJupiter < 3
Comet,6P/d'Arrest 1 (1851 M1),1000017,JFc,5,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000017.shtml#top,2 < TJupiter < 3
Comet,33P/Daniel 1 (1909 X1),1000018,JFc,2,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000018.shtml#top,2 < TJupiter < 3
Comet,54P/de Vico-Swift-NEAT 1 (1844 Q1),"1000019,1000414",JFc,2,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000019.shtml#top,2 < TJupiter < 3
Comet,72P/Denning-Fujikawa 1 (1881 T1),1000020,JFc,4,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000020.shtml#top,2 < TJupiter < 3
Comet,79P/du Toit-Hartley 1 (1945 G1),1000022,JFc,2,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000022.shtml#top,2 < TJupiter < 3
Comet,57P/du Toit-Neujmin-Delporte 1 (1941 O1),"1000023,1000397",JFc,4,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000023.shtml#top,2 < TJupiter < 3
Comet,174P/Echeclus (2000 EC98),2060558,CEN,9,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/2060558.shtml#top,5.5 AU < a < 30.1 AU
Comet,133P/Elst-Pizarro 1 (1996 N2),2007968,MBA,3,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/2007968.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Comet,2P/Encke 1 (1818 W1),1000025,ETc,25,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000025.shtml#top,TJupiter > 3; a < aJupiter
Comet,4P/Faye 1 (1843 W1),1000026,JFc,1,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000026.shtml#top,2 < TJupiter < 3
Comet,15P/Finlay 1 (1886 S1),1000027,JFc,3,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000027.shtml#top,2 < TJupiter < 3
Comet,37P/Forbes 1 (1929 P1),1000028,JFc,5,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000028.shtml#top,2 < TJupiter < 3
Comet,78P/Gehrels 2 (1973 S1),1000030,JFc,4,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000030.shtml#top,2 < TJupiter < 3
Comet,21P/Giacobini-Zinner 1 (1900 Y1),1000032,JFc,6,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000032.shtml#top,2 < TJupiter < 3
Comet,65P/Gunn 1 (1970 U2),1000035,JFc,5,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000035.shtml#top,2 < TJupiter < 3
Comet,C/Hale-Bopp (1995 O1),1000132,COM,7,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000132.shtml#top,
Comet,1P/Halley 1 (1682 Q1),1000036,HTC,2,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000036.shtml#top,20 y < P < 200 y
Comet,51P/Harrington 1 (1953 P1),"1000038,1000363",JFc,3,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000038.shtml#top,2 < TJupiter < 3
Comet,52P/Harrington-Abell 1 (1955 F1),1000039,JFc,4,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000039.shtml#top,2 < TJupiter < 3
Comet,100P/Hartley 1 (1985 L1),1000040,JFc,2,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000040.shtml#top,2 < TJupiter < 3
Comet,103P/Hartley 2 (1986 E2),1000041,JFc,5,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000041.shtml#top,2 < TJupiter < 3
Comet,161P/Hartley-IRAS 1 (1983 V1),"1000042,1000519",HTC,3,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000042.shtml#top,20 y < P < 200 y
Comet,152P/Helin-Lawrence 1 (1993 K2),"1000145,1000378",JFc,2,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000145.shtml#top,2 < TJupiter < 3
Comet,132P/Helin-Roman-Alu 2 (1989 U1),1000133,JFc,5,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000133.shtml#top,2 < TJupiter < 3
Comet,111P/Helin-Roman-Crockett 1 (1989 A2),1000118,ETc,3,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000118.shtml#top,TJupiter > 3; a < aJupiter
Comet,168P/Hergenrother 1 (1998 W2),"1000240,1000242,1001653",JFc,4,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000240.shtml#top,2 < TJupiter < 3
Comet,17P/Holmes 1 (1892 V1),1000044,JFc,11,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000044.shtml#top,2 < TJupiter < 3
Comet,127P/Holt-Olmstead 1 (1990 R2),1000127,JFc,4,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000127.shtml#top,2 < TJupiter < 3
Comet,88P/Howell 1 (1981 Q1),1000046,JFc,4,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000046.shtml#top,2 < TJupiter < 3
Comet,C/ISON (2012 S1),1003203,HYP,12,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1003203.shtml#top,e > 1.0
Comet,58P/Jackson-Neujmin 1 (1936 S1),1000048,JFc,2,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000048.shtml#top,2 < TJupiter < 3
Comet,48P/Johnson 1 (1949 Q1),1000049,JFc,4,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000049.shtml#top,2 < TJupiter < 3
Comet,68P/Klemola 1 (1965 U1),1000051,JFc,2,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000051.shtml#top,2 < TJupiter < 3
Comet,22P/Kopff 1 (1906 Q1),1000054,JFc,4,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000054.shtml#top,2 < TJupiter < 3
Comet,203P/Korlevic 1 (1999 WJ7),1000292,JFc,3,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000292.shtml#top,2 < TJupiter < 3
Comet,104P/Kowal 2 (1979 B1),1000056,JFc,4,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000056.shtml#top,2 < TJupiter < 3
Comet,143P/Kowal-Mrkos 1 (1984 H1),1000057,JFc,3,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000057.shtml#top,2 < TJupiter < 3
Comet,P/Kowalski 1 (2005 W3),1002312,JFc,3,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1002312.shtml#top,2 < TJupiter < 3
Comet,144P/Kushida 1 (1994 A1),1000148,JFc,6,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000148.shtml#top,2 < TJupiter < 3
Comet,280P/Larsen 3 (2004 H2),1000492,JFc,3,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000492.shtml#top,2 < TJupiter < 3
Comet,P/LINEAR 2 (1998 VS24),1000243,JFc,3,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000243.shtml#top,2 < TJupiter < 3
Comet,216P/LINEAR 16 (2001 CV8),1000331,JFc,3,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000331.shtml#top,2 < TJupiter < 3
Comet,228P/LINEAR 21 (2001 YX127),1000381,JFc,2,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000381.shtml#top,2 < TJupiter < 3
Comet,221P/LINEAR 25 (2002 JN16),1000393,JFc,3,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000393.shtml#top,2 < TJupiter < 3
Comet,218P/LINEAR 29 (2003 H4),1000437,JFc,2,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000437.shtml#top,2 < TJupiter < 3
Comet,197P/LINEAR 30 (2003 KV2),1000441,JFc,3,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000441.shtml#top,2 < TJupiter < 3
Comet,256P/LINEAR 31 (2003 HT15),1000445,JFc,3,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000445.shtml#top,2 < TJupiter < 3
Comet,P/LINEAR 33 (2003 O3),1000448,JFc,3,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000448.shtml#top,2 < TJupiter < 3
Comet,P/LINEAR 34 (2002 CE10),1000451,HTC,1,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000451.shtml#top,20 y < P < 200 y
Comet,P/LINEAR 35 (2003 R1),1000452,HTC,1,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000452.shtml#top,20 y < P < 200 y
Comet,219P/LINEAR 38 (2002 LZ11),1000467,JFc,3,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000467.shtml#top,2 < TJupiter < 3
Comet,160P/LINEAR 43 (2004 NL21),1000511,JFc,2,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000511.shtml#top,2 < TJupiter < 3
Comet,P/LINEAR 47 (2005 Q4),1001661,JFc,3,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1001661.shtml#top,2 < TJupiter < 3
Comet,176P/LINEAR 52 (1999 RE70),2118401,MBA,5,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/2118401.shtml#top,2.0 AU < a < 3.2 AU; q > 1.666 AU
Comet,P/LINEAR 58 (2010 A2),1003055,ETc,1,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1003055.shtml#top,TJupiter > 3; a < aJupiter
Comet,C/LINEAR (2002 O7),1000401,HYP,2,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000401.shtml#top,e > 1.0
Comet,C/LINEAR (2002 T7),1000418,HYP,3,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000418.shtml#top,e > 1.0
Comet,C/LINEAR (2002 VQ94),1000450,COM,3,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000450.shtml#top,
Comet,C/LINEAR (2003 H1),1000435,COM,2,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000435.shtml#top,
Comet,C/LINEAR (2003 K4),1000442,HYP,7,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000442.shtml#top,e > 1.0
Comet,C/LINEAR (2003 L2),1000443,COM,2,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000443.shtml#top,
Comet,C/LINEAR (2003 O1),1000446,HYP,3,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000446.shtml#top,e > 1.0
Comet,C/LINEAR (2003 T4),1000459,HYP,10,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000459.shtml#top,e > 1.0
Comet,C/LINEAR (2003 WT42),1000474,HYP,6,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000474.shtml#top,e > 1.0
Comet,C/LINEAR (2004 B1),1000476,HYP,16,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000476.shtml#top,e > 1.0
Comet,C/LINEAR (2004 L1),1000501,COM,2,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000501.shtml#top,
Comet,C/LINEAR (2004 YJ35),1002313,COM,2,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1002313.shtml#top,
Comet,C/LINEAR (2005 A1),"1000537,1002219",HYP,5,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000537.shtml#top,e > 1.0
Comet,C/LINEAR (2012 K5),1003192,COM,4,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1003192.shtml#top,
Comet,P/LINEAR-Hill 1 (2004 V5),1000527,JFc,2,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000527.shtml#top,2 < TJupiter < 3
Comet,231P/LINEAR-NEAT 4 (2003 CP7),1000427,JFc,2,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000427.shtml#top,2 < TJupiter < 3
Comet,P/LINEAR-NEAT 7 (2004 T1),1000513,JFc,3,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000513.shtml#top,2 < TJupiter < 3
Comet,C/LINEAR-NEAT (2001 HT50),1000338,COM,3,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000338.shtml#top,
Comet,P/LINEAR-Skiff 1 (2001 R6),1000354,JFc,3,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000354.shtml#top,2 < TJupiter < 3
Comet,P/LONEOS 5 (2001 OG108),1000373,HTC,2,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000373.shtml#top,20 y < P < 200 y
Comet,159P/LONEOS 7 (2003 UD16),1000470,JFc,2,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000470.shtml#top,2 < TJupiter < 3
Comet,P/LONEOS 8 (2004 A1),1000473,JFc,3,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000473.shtml#top,2 < TJupiter < 3
Comet,P/LONEOS 9 (2004 VR8),1000532,JFc,2,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000532.shtml#top,2 < TJupiter < 3
Comet,P/LONEOS 10 (2005 GF8),1000562,JFc,2,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000562.shtml#top,2 < TJupiter < 3
Comet,P/LONEOS-Hill 1 (2005 XA54),1002317,JFc,3,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1002317.shtml#top,2 < TJupiter < 3
Comet,77P/Longmore 1 (1975 L1),1000059,JFc,4,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000059.shtml#top,2 < TJupiter < 3
Comet,93P/Lovas 1 (1980 X1),1000060,JFc,3,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000060.shtml#top,2 < TJupiter < 3
Comet,C/Lovejoy (2011 W3),1003162,COM,3,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1003162.shtml#top,
Comet,C/Lulin (2007 N3),1002467,COM,5,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1002467.shtml#top,
Comet,96P/Machholz 1 (1986 J2),1000061,JFC,1,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000061.shtml#top,P < 20 y
Comet,141P/Machholz 2 (1994 P1),"1000152,1000279",JFc,6,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000152.shtml#top,2 < TJupiter < 3
Comet,C/Machholz (2004 Q2),1000507,COM,8,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000507.shtml#top,
Comet,260P/McNaught 4 (2005 K3),1000584,JFc,3,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000584.shtml#top,2 < TJupiter < 3
Comet,P/McNaught 6 (2005 Y2),1002315,JFc,3,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1002315.shtml#top,2 < TJupiter < 3
Comet,C/McNaught (2006 P1),1002410,HYP,17,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1002410.shtml#top,e > 1.0
Comet,C/McNaught (2006 Q1),1002411,COM,16,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1002411.shtml#top,
Comet,C/McNaught (2009 K5),1003025,HYP,2,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1003025.shtml#top,e > 1.0
Comet,130P/McNaught-Hughes 1 (1991 S1),1000134,JFc,4,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000134.shtml#top,2 < TJupiter < 3
Comet,124P/Mrkos 1 (1991 F1),1000142,JFc,2,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000142.shtml#top,2 < TJupiter < 3
Comet,120P/Mueller 1 (1987 U2),1000116,JFc,4,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000116.shtml#top,2 < TJupiter < 3
Comet,131P/Mueller 2 (1990 R1),1000123,JFc,4,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000123.shtml#top,2 < TJupiter < 3
Comet,149P/Mueller 4 (1992 G3),1000139,JFc,2,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000139.shtml#top,2 < TJupiter < 3
Comet,173P/Mueller 5 (1993 W1),1000149,JFc,2,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000149.shtml#top,2 < TJupiter < 3
Comet,P/NEAT 5 (2001 M10),1000344,JFc,6,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000344.shtml#top,2 < TJupiter < 3
Comet,166P/NEAT 8 (2001 T4),1000356,CTc,8,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000356.shtml#top,TJupiter > 3; a > aJupiter
Comet,215P/NEAT 11 (2002 O8),1000402,JFc,3,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000402.shtml#top,2 < TJupiter < 3
Comet,240P/NEAT 12 (2002 X2),1000422,JFc,2,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000422.shtml#top,2 < TJupiter < 3
Comet,P/NEAT 13 (2003 E1),1000428,JFc,2,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000428.shtml#top,2 < TJupiter < 3
Comet,291P/NEAT 16 (2003 S1),1000453,JFc,2,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000453.shtml#top,2 < TJupiter < 3
Comet,243P/NEAT 17 (2003 S2),1000454,JFc,4,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000454.shtml#top,2 < TJupiter < 3
Comet,246P/NEAT 20 (2004 F3),1000486,JFc,2,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000486.shtml#top,2 < TJupiter < 3
Comet,163P/NEAT 21 (2004 V4),1000521,JFc,2,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000521.shtml#top,2 < TJupiter < 3
Comet,169P/NEAT 22 (2002 EX12),1001656,JFc,3,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1001656.shtml#top,2 < TJupiter < 3
Comet,P/NEAT 23 (2005 R1),1001662,JFc,2,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1001662.shtml#top,2 < TJupiter < 3
Comet,C/NEAT (2001 Q4),1000351,HYP,3,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000351.shtml#top,e > 1.0
Comet,42P/Neujmin 3 (1929 P2),1000065,JFc,2,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000065.shtml#top,2 < TJupiter < 3
Comet,39P/Oterma 1 (1943 G1),1000177,CTc,2,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000177.shtml#top,TJupiter > 3; a > aJupiter
Comet,119P/Parker-Hartley 1 (1989 E1),1000120,JFc,3,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000120.shtml#top,2 < TJupiter < 3
Comet,7P/Pons-Winnecke 1 (1858 E1),1000069,JFc,2,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000069.shtml#top,2 < TJupiter < 3
Comet,P/Read 1 (2005 S3),1001667,JFc,3,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1001667.shtml#top,2 < TJupiter < 3
Comet,238P/Read 3 (2005 U1),1001676,ETc,5,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1001676.shtml#top,TJupiter > 3; a < aJupiter
Comet,89P/Russell 2 (1980 S1),1000073,JFc,2,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000073.shtml#top,2 < TJupiter < 3
Comet,91P/Russell 3 (1983 L1),1000074,JFc,4,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000074.shtml#top,2 < TJupiter < 3
Comet,94P/Russell 4 (1984 E1),1000075,ETc,6,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000075.shtml#top,TJupiter > 3; a < aJupiter
Comet,29P/Schwassmann-Wachmann 1 (1927 V1),1000079,JFc,5,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000079.shtml#top,2 < TJupiter < 3
Comet,31P/Schwassmann-Wachmann 2 (1929 B1),1000080,JFc,2,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000080.shtml#top,2 < TJupiter < 3
Comet,73P/Schwassmann-Wachmann 3 (1930 J1),"1000081,1000320,1000394,1002326",JFc,72,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000081.shtml#top,2 < TJupiter < 3
Comet,244P/Scotti 1 (2000 Y3),1000323,JFc,3,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000323.shtml#top,2 < TJupiter < 3
Comet,102P/Shoemaker 1 (1984 S2),1000083,JFc,4,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000083.shtml#top,2 < TJupiter < 3
Comet,121P/Shoemaker-Holt 2 (1989 E2),1000141,JFc,4,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000141.shtml#top,2 < TJupiter < 3
Comet,137P/Shoemaker-Levy 2 (1990 UL3),1000126,JFc,2,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000126.shtml#top,2 < TJupiter < 3
Comet,129P/Shoemaker-Levy 3 (1991 C1),1000180,ETc,4,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000180.shtml#top,TJupiter > 3; a < aJupiter
Comet,118P/Shoemaker-Levy 4 (1991 C2),1000150,JFc,4,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000150.shtml#top,2 < TJupiter < 3
Comet,181P/Shoemaker-Levy 6 (1991 V1),1000136,JFc,1,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000136.shtml#top,2 < TJupiter < 3
Comet,138P/Shoemaker-Levy 7 (1991 V2),1000137,JFc,6,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000137.shtml#top,2 < TJupiter < 3
Comet,146P/Shoemaker-LINEAR 1 (1984 W1),"1000084,1000311",JFc,2,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000084.shtml#top,2 < TJupiter < 3
Comet,P/Siding Spring 1 (2004 V3),1000520,JFc,2,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000520.shtml#top,2 < TJupiter < 3
Comet,162P/Siding Spring 2 (2004 TU12),1000525,JFc,2,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000525.shtml#top,2 < TJupiter < 3
Comet,C/Siding Spring (2007 Q3),1002472,HYP,4,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1002472.shtml#top,e > 1.0
Comet,105P/Singer Brewster 1 (1986 J1),1000086,JFc,3,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000086.shtml#top,2 < TJupiter < 3
Comet,223P/Skiff 2 (2002 S1),1000412,JFc,3,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000412.shtml#top,2 < TJupiter < 3
Comet,56P/Slaughter-Burnham 1 (1959 B1),1000087,JFc,4,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000087.shtml#top,2 < TJupiter < 3
Comet,74P/Smirnova-Chernykh 1 (1975 E2),1000088,ETc,2,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000088.shtml#top,TJupiter > 3; a < aJupiter
Comet,P/Spacewatch-LINEAR 1 (2004 DO29),1000481,JFc,2,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000481.shtml#top,2 < TJupiter < 3
Comet,171P/Spahr 2 (1998 W1),1000239,JFc,2,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000239.shtml#top,2 < TJupiter < 3
Comet,113P/Spitaler 1 (1890 W1),1000146,JFc,2,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000146.shtml#top,2 < TJupiter < 3
Comet,C/Tabur (2003 T3),1000460,COM,1,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000460.shtml#top,
Comet,98P/Takamizawa 1 (1984 O1),1000091,JFc,2,https://pdssbn.astro.umd.edu/data_other/sptz_01_COMET/1000091.shtml#top,2 < TJupiter < 3
